Student_ID,Class,Gender,School,Subject,Study_Hours_Per_Day,Attendance_%,Assignment_Completion_%,Sleep_Hours,Previous_Score,Final_Score,Grade,Study_Method,Internet_Access
STU1978,10,Female,Delhi Public School,Computer Science,2.0,87.3,73.5,7.5,69.1,50.0,D,Study Group,Average
STU1979,10,Male,Ryan International,Computer Science,2.9,81.8,87.4,7.4,75.1,65.6,C,Study Group,Average
STU1980,11,Female,Ryan International,Science,3.0,72.5,76.4,7.0,85.7,74.6,B,Study Group,Average
STU1981,11,Male,Modern School,Computer Science,1.6,82.3,86.5,7.1,46.6,42.4,D,Online Courses,Good
STU1982,10,Male,Delhi Public School,English,1.3,76.4,74.4,7.6,86.7,66.8,C,Coaching,Good
STU1983,10,Male,St. Xavier's,Mathematics,2.6,92.0,81.6,9.0,63.2,69.8,C,Online Courses,Average
STU1984,10,Male,Kendriya Vidyalaya,Computer Science,2.6,86.1,67.3,6.5,37.6,44.6,D,Study Group,Average
STU1985,11,Female,Kendriya Vidyalaya,Science,1.7,67.1,93.9,4.9,65.6,65.8,C,Study Group,Good
STU1986,9,Female,St. Xavier's,Mathematics,3.4,86.9,80.3,6.2,53.8,56.4,D,Self Study,Good
STU1987,9,Male,Kendriya Vidyalaya,Computer Science,3.0,70.0,50.5,5.1,51.1,55.7,D,Study Group,Average
STU1988,9,Female,Delhi Public School,Science,5.2,83.4,79.3,8.9,71.5,64.3,C,Coaching,Average
STU1989,9,Male,Delhi Public School,Science,3.8,76.5,82.0,8.7,74.6,55.1,D,Coaching,Average
STU1990,10,Male,DAV Public School,Science,2.0,79.4,85.1,7.7,64.4,54.7,D,Study Group,Average
STU1991,10,Female,Modern School,English,2.7,68.2,77.4,6.2,84.6,51.5,D,Coaching,Good
STU1992,11,Male,Delhi Public School,Science,3.4,75.0,86.0,7.0,65.8,51.7,D,Self Study,Good
STU1993,9,Female,DAV Public School,Social Studies,4.5,100.0,88.8,7.6,60.3,58.3,D,Self Study,Good
STU1994,10,Female,St. Xavier's,English,3.0,95.6,74.9,6.3,83.5,72.7,B,Study Group,Good
STU1995,10,Male,St. Xavier's,Science,0.7,58.8,48.6,10.0,52.3,49.7,D,Self Study,Good
STU1996,10,Female,Delhi Public School,Computer Science,2.5,83.5,100.0,8.1,83.9,76.0,B,Self Study,Good
STU1997,9,Male,DAV Public School,Science,1.8,71.0,72.3,6.5,51.3,53.8,D,Coaching,Good
STU1998,9,Male,DAV Public School,Computer Science,0.9,100.0,87.4,4.9,60.5,54.6,D,Self Study,Good
STU1999,10,Male,St. Xavier's,English,2.3,85.6,88.2,6.7,57.9,39.1,D,Self Study,Good
STU2000,9,Female,Kendriya Vidyalaya,Science,3.6,84.4,66.1,7.7,65.9,53.0,D,Online Courses,Average
STU2001,12,Female,Delhi Public School,Mathematics,2.8,73.4,81.8,7.1,81.1,73.6,B,Study Group,Average
STU2002,11,Female,St. Xavier's,English,5.0,68.7,78.0,8.4,91.4,66.3,C,Self Study,Average
STU2003,12,Male,Kendriya Vidyalaya,Mathematics,2.9,82.9,92.2,4.7,63.5,54.4,D,Self Study,Good
STU2004,9,Male,St. Xavier's,Science,2.0,91.1,85.7,6.3,75.4,64.3,C,Online Courses,Good
STU2005,9,Male,Kendriya Vidyalaya,Social Studies,3.4,84.4,73.9,6.3,98.0,62.4,C,Self Study,Good
STU2006,9,Female,St. Xavier's,Science,0.3,100.0,100.0,7.6,75.0,57.6,D,Study Group,Average
STU2007,10,Male,Delhi Public School,Computer Science,2.3,74.9,72.7,10.0,54.7,47.9,D,Coaching,Average
STU2008,10,Male,Ryan International,Social Studies,2.7,90.4,84.0,6.9,65.2,60.2,C,Coaching,Good
STU2009,10,Female,DAV Public School,Science,3.6,87.9,82.3,7.7,69.5,67.7,C,Self Study,Good
STU2010,11,Female,Ryan International,Computer Science,3.7,84.9,82.6,8.0,88.3,62.0,C,Online Courses,Good
STU2011,11,Female,Ryan International,Computer Science,3.2,65.5,100.0,6.6,78.1,65.6,C,Online Courses,Good
STU2012,12,Male,Delhi Public School,Computer Science,3.3,70.3,94.0,7.7,68.1,55.1,D,Self Study,Good
STU2013,11,Male,DAV Public School,Science,2.0,76.5,52.5,9.3,77.7,63.7,C,Coaching,Good
STU2014,11,Female,Ryan International,Mathematics,5.0,88.2,83.9,5.3,57.6,60.1,C,Coaching,Good
STU2015,12,Female,Kendriya Vidyalaya,English,4.6,72.6,66.1,8.1,63.9,57.8,D,Self Study,Good
STU2016,11,Female,Delhi Public School,Computer Science,3.9,99.1,80.4,5.6,73.3,82.0,A,Coaching,Poor
STU2017,10,Male,Kendriya Vidyalaya,Social Studies,1.7,91.5,58.6,6.8,62.6,50.1,D,Self Study,Good
STU2018,9,Female,St. Xavier's,English,2.3,73.8,100.0,7.4,73.7,74.6,B,Online Courses,Good
STU2019,9,Female,Kendriya Vidyalaya,Social Studies,4.3,61.0,100.0,8.7,61.6,59.9,D,Self Study,Good
STU2020,12,Female,Modern School,Science,3.7,100.0,77.4,6.3,81.2,68.6,C,Coaching,Average
STU2021,9,Female,Modern School,English,2.2,78.4,92.7,5.9,58.6,55.0,D,Self Study,Good
STU2022,11,Female,Ryan International,English,2.5,85.6,80.7,8.0,69.6,67.6,C,Self Study,Good
STU2023,9,Male,Delhi Public School,Social Studies,1.7,77.1,85.3,5.7,83.7,61.6,C,Self Study,Good
STU2024,10,Male,St. Xavier's,Science,3.3,72.5,91.4,6.2,72.2,61.8,C,Study Group,Average
STU2025,9,Male,Delhi Public School,English,3.5,65.4,73.5,7.2,65.5,53.5,D,Study Group,Average
STU2026,12,Female,Delhi Public School,English,1.1,72.4,72.1,7.8,65.0,57.2,D,Online Courses,Average
STU2027,11,Male,Ryan International,Computer Science,1.8,100.0,56.9,6.3,55.9,59.3,D,Coaching,Poor
STU2028,10,Male,Ryan International,English,2.1,85.1,94.7,7.7,85.8,62.2,C,Self Study,Good
STU2029,12,Female,DAV Public School,Science,2.9,79.6,85.3,5.7,87.1,62.1,C,Self Study,Good
STU2030,11,Female,Kendriya Vidyalaya,Mathematics,4.8,69.3,67.9,7.6,61.1,63.4,C,Study Group,Good
STU2031,10,Female,Delhi Public School,Mathematics,2.6,68.2,98.4,8.0,63.0,56.9,D,Coaching,Average
STU2032,11,Male,Delhi Public School,Social Studies,3.7,82.5,53.8,6.1,80.2,52.7,D,Study Group,Average
STU2033,12,Female,Ryan International,Social Studies,3.9,98.7,76.0,7.4,56.3,61.2,C,Coaching,Poor
STU2034,9,Male,Kendriya Vidyalaya,Science,2.3,85.9,68.3,8.3,78.7,47.6,D,Online Courses,Good
STU2035,12,Male,Delhi Public School,Science,4.2,81.6,80.8,6.3,70.0,72.0,B,Self Study,Average
STU2036,10,Female,Modern School,Computer Science,2.1,76.3,35.0,7.0,84.1,59.3,D,Self Study,Good
STU2037,11,Male,Kendriya Vidyalaya,Mathematics,3.5,86.1,73.2,5.6,61.7,60.1,C,Self Study,Average
STU2038,12,Female,Delhi Public School,Computer Science,3.4,85.8,79.3,4.2,80.7,69.6,C,Coaching,Good
STU2039,10,Female,Modern School,Science,2.6,85.9,79.0,6.9,38.2,51.3,D,Study Group,Average
STU2040,9,Female,DAV Public School,Science,0.7,69.6,98.8,7.5,44.0,46.7,D,Coaching,Good
STU2041,9,Female,Kendriya Vidyalaya,Social Studies,0.7,77.2,72.3,6.8,70.2,54.1,D,Self Study,Good
STU2042,11,Male,Delhi Public School,Science,1.0,76.5,100.0,6.2,56.7,53.3,D,Coaching,Good
STU2043,12,Female,St. Xavier's,Mathematics,3.2,86.1,81.7,5.2,62.1,43.7,D,Self Study,Good
STU2044,9,Male,Ryan International,English,4.2,81.7,54.6,6.8,72.8,56.8,D,Online Courses,Good
STU2045,11,Male,Modern School,Computer Science,3.9,59.5,70.1,6.7,83.6,70.4,B,Study Group,Good
STU2046,12,Male,St. Xavier's,Computer Science,4.1,92.1,78.4,6.3,83.6,56.5,D,Self Study,Average
STU2047,11,Male,Kendriya Vidyalaya,Social Studies,3.6,84.6,79.1,7.0,52.8,69.0,C,Self Study,Good
STU2048,9,Female,DAV Public School,Mathematics,3.6,71.3,89.6,8.8,70.1,69.9,C,Self Study,Good
STU2049,12,Female,DAV Public School,Computer Science,3.3,88.5,91.1,8.1,55.8,62.1,C,Self Study,Average
STU2050,11,Female,St. Xavier's,Computer Science,2.8,87.9,77.7,6.8,84.6,68.3,C,Self Study,Poor
STU2051,12,Male,Kendriya Vidyalaya,Social Studies,4.2,93.1,84.5,6.4,53.7,56.5,D,Online Courses,Average
STU2052,10,Male,Kendriya Vidyalaya,English,2.5,66.7,80.4,8.6,65.4,62.3,C,Coaching,Average
STU2053,12,Male,Delhi Public School,Science,4.2,88.8,52.6,7.9,57.9,56.1,D,Self Study,Good
STU2054,10,Female,DAV Public School,English,2.5,80.6,89.0,7.5,89.8,69.4,C,Self Study,Good
STU2055,10,Male,Modern School,Mathematics,2.8,92.4,60.3,4.2,91.6,63.4,C,Coaching,Good
STU2056,11,Male,DAV Public School,Mathematics,3.1,73.7,73.5,5.9,57.4,53.5,D,Study Group,Average
STU2057,10,Male,Modern School,Social Studies,2.7,74.4,81.9,4.0,80.4,62.8,C,Study Group,Good
STU2058,10,Male,Kendriya Vidyalaya,Social Studies,1.9,79.0,60.6,6.9,77.1,71.4,B,Online Courses,Average
STU2059,9,Male,DAV Public School,Science,2.0,78.2,69.2,8.4,61.5,52.0,D,Online Courses,Good
STU2060,9,Male,Kendriya Vidyalaya,Social Studies,1.3,79.0,83.1,5.4,58.8,59.9,D,Coaching,Poor
STU2061,10,Male,Ryan International,Science,6.7,94.8,56.0,7.3,52.7,64.8,C,Self Study,Good
STU2062,12,Male,St. Xavier's,Mathematics,1.0,85.5,74.3,5.8,81.8,71.8,B,Self Study,Good
STU2063,11,Female,Ryan International,Science,3.2,82.7,59.0,7.2,58.6,57.1,D,Self Study,Good
STU2064,11,Female,St. Xavier's,English,1.0,76.8,71.6,6.5,81.8,49.9,D,Coaching,Average
STU2065,10,Female,Kendriya Vidyalaya,Social Studies,1.7,97.2,58.9,8.0,55.3,50.5,D,Coaching,Good
STU2066,10,Male,DAV Public School,Mathematics,2.0,100.0,72.5,5.0,55.6,49.1,D,Self Study,Good
STU2067,9,Male,Ryan International,Mathematics,2.0,89.8,88.3,7.7,78.7,61.7,C,Study Group,Average
STU2068,11,Male,Modern School,Social Studies,2.6,93.1,88.2,5.1,61.2,55.2,D,Study Group,Average
STU2069,11,Male,Modern School,Computer Science,3.2,80.2,86.5,8.4,58.1,55.0,D,Coaching,Average
STU2070,11,Female,Delhi Public School,Mathematics,2.1,81.2,90.3,8.4,47.5,47.0,D,Online Courses,Good
STU2071,12,Female,Kendriya Vidyalaya,Mathematics,3.4,83.6,61.4,6.3,71.6,47.8,D,Study Group,Good
STU2072,11,Male,Kendriya Vidyalaya,English,3.2,96.3,98.0,6.3,92.8,79.7,B,Self Study,Average
STU2073,9,Female,Ryan International,Computer Science,3.6,96.5,78.4,5.6,68.4,70.7,B,Online Courses,Poor
STU2074,11,Male,St. Xavier's,Mathematics,3.4,100.0,80.6,8.3,70.5,73.2,B,Study Group,Good
STU2075,12,Male,Delhi Public School,Social Studies,3.3,94.8,94.7,7.8,68.4,63.9,C,Online Courses,Good
STU2076,10,Female,Modern School,Mathematics,2.3,87.0,91.9,6.4,60.2,63.1,C,Online Courses,Average
STU2077,12,Female,St. Xavier's,Science,3.0,80.6,100.0,6.5,44.6,58.9,D,Self Study,Good
STU2078,11,Male,DAV Public School,Social Studies,2.6,84.2,47.5,7.2,54.8,34.8,D,Self Study,Good
STU2079,9,Female,Ryan International,Computer Science,1.2,73.0,82.6,7.4,72.0,53.7,D,Self Study,Good
STU2080,10,Female,DAV Public School,Social Studies,1.6,72.6,90.8,7.0,78.3,56.2,D,Online Courses,Good
STU2081,9,Male,Delhi Public School,Mathematics,1.1,96.4,63.6,6.3,68.9,44.5,D,Online Courses,Average
STU2082,9,Female,Modern School,Social Studies,0.3,86.0,62.6,5.9,56.8,63.0,C,Study Group,Average
STU2083,9,Female,Modern School,Social Studies,2.3,83.6,82.2,7.1,65.3,49.9,D,Online Courses,Average
STU2084,9,Female,Kendriya Vidyalaya,Mathematics,2.1,73.8,62.6,6.4,67.2,48.0,D,Self Study,Good
STU2085,11,Male,DAV Public School,Mathematics,1.7,90.3,71.4,6.3,78.2,64.2,C,Coaching,Poor
STU2086,10,Female,St. Xavier's,Social Studies,2.3,72.0,80.5,6.4,49.7,49.1,D,Coaching,Average
STU2087,11,Male,Modern School,Computer Science,0.4,93.5,63.6,6.9,74.8,48.2,D,Online Courses,Good
STU2088,11,Female,Ryan International,Computer Science,0.5,66.7,100.0,8.0,63.6,54.0,D,Self Study,Average
STU2089,9,Female,Ryan International,Computer Science,0.6,88.9,66.7,4.4,86.6,70.0,B,Online Courses,Good
STU2090,11,Female,Modern School,Computer Science,0.3,84.9,100.0,5.3,66.8,67.0,C,Coaching,Good
STU2091,9,Female,Ryan International,English,2.0,87.8,93.7,6.7,85.9,77.7,B,Coaching,Good
STU2092,9,Male,Delhi Public School,English,3.4,66.5,64.0,7.0,73.0,46.7,D,Self Study,Good
STU2093,12,Male,Kendriya Vidyalaya,Computer Science,4.0,80.8,100.0,9.1,75.0,54.4,D,Online Courses,Average
STU2094,12,Male,Delhi Public School,English,1.9,84.1,60.9,7.0,74.4,57.3,D,Self Study,Good
STU2095,11,Female,DAV Public School,Science,2.5,100.0,73.7,7.7,74.5,63.7,C,Study Group,Good
STU2096,10,Female,Kendriya Vidyalaya,Computer Science,2.9,82.1,88.3,7.5,46.1,55.0,D,Self Study,Good
STU2097,12,Female,St. Xavier's,Social Studies,2.4,87.8,89.9,8.5,71.6,87.9,A,Coaching,Good
STU2098,10,Female,DAV Public School,Computer Science,1.6,78.9,67.8,9.6,47.1,42.4,D,Coaching,Good
STU2099,10,Female,Ryan International,Social Studies,5.3,94.9,76.0,6.9,56.4,70.5,B,Study Group,Good
STU2100,11,Male,Kendriya Vidyalaya,Science,3.9,66.4,70.3,6.8,63.9,58.6,D,Study Group,Good
STU2101,9,Male,Ryan International,Science,3.6,79.2,79.8,6.8,56.8,55.3,D,Self Study,Good
STU2102,11,Male,DAV Public School,Mathematics,1.5,84.1,58.3,6.0,76.7,64.6,C,Self Study,Average
STU2103,9,Female,Delhi Public School,English,2.7,78.2,77.3,6.8,65.3,53.0,D,Study Group,Good
STU2104,11,Female,Modern School,Computer Science,2.1,88.3,65.9,7.4,79.7,53.7,D,Coaching,Good
STU2105,10,Female,St. Xavier's,Social Studies,3.8,81.2,83.3,8.6,54.1,55.2,D,Online Courses,Good
STU2106,9,Male,DAV Public School,Science,4.1,73.7,66.9,5.8,61.6,57.2,D,Online Courses,Average
STU2107,10,Male,St. Xavier's,Mathematics,4.9,90.2,86.6,7.6,53.9,66.4,C,Online Courses,Good
STU2108,11,Male,Modern School,English,1.4,86.0,93.9,7.0,67.5,66.8,C,Self Study,Good
STU2109,10,Male,St. Xavier's,Mathematics,5.1,68.7,97.1,6.1,46.0,53.7,D,Self Study,Poor
STU2110,12,Female,DAV Public School,Mathematics,2.2,100.0,92.8,6.5,65.4,63.9,C,Coaching,Average
STU2111,11,Male,Delhi Public School,Computer Science,3.0,89.5,79.6,7.0,75.0,62.0,C,Study Group,Good
STU2112,9,Female,DAV Public School,Mathematics,1.3,81.0,72.4,8.8,61.9,54.7,D,Coaching,Poor
STU2113,9,Male,St. Xavier's,Computer Science,1.6,92.6,89.1,7.8,64.8,59.6,D,Study Group,Average
STU2114,12,Female,Modern School,Social Studies,2.6,73.0,78.0,6.5,53.3,63.1,C,Online Courses,Average
STU2115,12,Male,Delhi Public School,English,1.3,76.3,46.8,4.2,75.7,49.0,D,Self Study,Good
STU2116,9,Male,Delhi Public School,Social Studies,3.3,88.2,78.8,6.6,55.7,59.7,D,Study Group,Good
STU2117,9,Female,Delhi Public School,Computer Science,3.9,92.8,90.6,6.2,74.5,69.3,C,Online Courses,Average
STU2118,12,Female,St. Xavier's,English,3.4,51.0,87.4,7.3,61.7,67.7,C,Online Courses,Average
STU2119,9,Female,Kendriya Vidyalaya,Science,2.4,82.1,57.8,8.1,73.8,51.3,D,Coaching,Good
STU2120,12,Female,Delhi Public School,Mathematics,3.1,75.8,72.7,7.4,63.7,61.6,C,Coaching,Good
STU2121,9,Male,Kendriya Vidyalaya,Science,4.7,92.1,52.6,5.6,79.8,62.2,C,Study Group,Average
STU2122,11,Male,Delhi Public School,Computer Science,4.0,77.9,76.6,8.8,62.9,69.5,C,Study Group,Average
STU2123,10,Female,St. Xavier's,English,0.4,84.8,83.4,7.0,43.4,38.0,D,Online Courses,Average
STU2124,9,Female,Ryan International,Social Studies,1.8,92.3,85.4,6.8,69.8,62.0,C,Self Study,Good
STU2125,12,Female,Kendriya Vidyalaya,Science,1.5,82.7,82.0,8.0,43.4,52.5,D,Online Courses,Good
STU2126,12,Female,St. Xavier's,Computer Science,4.3,100.0,75.4,6.3,69.6,76.1,B,Self Study,Poor
STU2127,11,Female,Kendriya Vidyalaya,English,3.2,88.0,71.8,7.3,75.0,65.3,C,Coaching,Good
STU2128,11,Female,St. Xavier's,Computer Science,3.0,94.0,80.8,4.8,50.1,62.0,C,Online Courses,Average
STU2129,10,Male,DAV Public School,Science,3.3,78.0,97.6,7.5,34.0,45.4,D,Coaching,Poor
STU2130,12,Female,DAV Public School,Computer Science,0.4,60.9,77.9,6.7,78.6,55.9,D,Study Group,Average
STU2131,12,Male,Modern School,Social Studies,2.2,86.0,100.0,5.8,51.8,52.8,D,Self Study,Good
STU2132,10,Female,St. Xavier's,Mathematics,2.9,87.9,95.5,6.1,49.1,57.4,D,Coaching,Good
STU2133,9,Female,Kendriya Vidyalaya,Social Studies,2.5,81.3,64.6,5.9,71.4,48.0,D,Self Study,Average
STU2134,9,Female,Delhi Public School,English,4.3,85.3,89.3,7.5,78.3,71.2,B,Coaching,Good
STU2135,12,Male,St. Xavier's,Social Studies,1.4,85.2,65.4,6.9,56.4,59.3,D,Online Courses,Good
STU2136,11,Female,St. Xavier's,English,2.9,74.8,78.9,6.4,67.5,56.3,D,Study Group,Good
STU2137,11,Male,St. Xavier's,Mathematics,4.6,73.3,93.5,7.9,60.9,65.4,C,Online Courses,Good
STU2138,12,Male,Ryan International,Mathematics,4.2,68.8,92.3,6.9,51.2,58.6,D,Coaching,Good
STU2139,9,Female,Modern School,Social Studies,3.3,79.3,86.1,8.1,68.9,61.4,C,Online Courses,Average
STU2140,10,Male,Ryan International,Science,1.8,81.0,76.7,8.1,64.7,67.4,C,Online Courses,Good
STU2141,12,Female,Ryan International,Science,3.9,85.7,86.6,8.1,81.4,67.6,C,Self Study,Average
STU2142,9,Female,St. Xavier's,Mathematics,1.5,80.2,88.4,7.1,75.5,50.5,D,Self Study,Average
STU2143,10,Female,Modern School,Computer Science,2.7,75.2,85.5,5.9,55.9,57.9,D,Study Group,Average
STU2144,12,Male,Ryan International,Science,1.8,85.7,52.0,4.8,93.9,61.3,C,Online Courses,Poor
STU2145,12,Female,DAV Public School,Science,3.4,69.6,39.1,6.3,88.1,53.2,D,Coaching,Good
STU2146,11,Female,St. Xavier's,Science,3.7,90.2,85.5,8.1,83.4,63.3,C,Self Study,Good
STU2147,9,Female,Ryan International,Social Studies,2.2,82.4,76.8,6.8,58.6,55.1,D,Self Study,Average
STU2148,12,Female,St. Xavier's,Social Studies,3.2,80.8,100.0,8.0,72.9,60.7,C,Study Group,Poor
STU2149,10,Male,DAV Public School,Mathematics,3.2,91.3,57.3,8.0,80.6,68.2,C,Coaching,Good
STU2150,11,Female,Kendriya Vidyalaya,English,5.4,83.2,86.6,7.6,58.2,73.6,B,Coaching,Average
STU2151,12,Male,Delhi Public School,Computer Science,2.1,85.2,50.0,4.8,64.7,53.5,D,Self Study,Good
STU2152,12,Male,DAV Public School,Computer Science,5.2,100.0,51.3,7.6,63.9,62.5,C,Self Study,Average
STU2153,11,Male,Ryan International,Mathematics,3.9,76.0,79.5,4.8,82.3,67.9,C,Coaching,Good
STU2154,9,Female,Kendriya Vidyalaya,Computer Science,3.3,86.4,91.1,7.6,61.7,66.9,C,Online Courses,Good
STU2155,9,Female,DAV Public School,Mathematics,2.3,78.7,59.2,4.5,61.8,53.2,D,Self Study,Average
STU2156,11,Female,Delhi Public School,Mathematics,1.3,79.0,84.8,9.4,70.8,57.6,D,Coaching,Average
STU2157,10,Female,St. Xavier's,English,2.3,63.3,70.5,6.8,47.6,45.6,D,Coaching,Good
STU2158,9,Female,Kendriya Vidyalaya,Social Studies,2.3,75.9,77.4,6.7,73.5,55.0,D,Study Group,Average
STU2159,10,Female,Delhi Public School,Science,2.5,95.5,100.0,7.5,53.3,63.6,C,Coaching,Average
STU2160,11,Female,Ryan International,Science,3.3,87.4,83.8,5.5,79.6,69.9,C,Study Group,Good
STU2161,11,Female,Modern School,Mathematics,2.9,97.1,97.6,6.6,94.4,68.9,C,Study Group,Average
STU2162,10,Female,St. Xavier's,Social Studies,4.3,91.5,57.8,6.9,76.9,65.0,C,Study Group,Good
STU2163,9,Female,Ryan International,Social Studies,1.7,79.7,100.0,9.0,59.1,66.4,C,Study Group,Good
STU2164,12,Female,Kendriya Vidyalaya,Social Studies,4.5,99.8,100.0,5.4,64.5,70.6,B,Coaching,Good
STU2165,10,Male,Kendriya Vidyalaya,Mathematics,4.2,75.8,88.4,8.0,77.0,69.1,C,Study Group,Poor
STU2166,12,Female,DAV Public School,Computer Science,2.4,83.5,67.0,7.4,60.3,59.2,D,Study Group,Good
STU2167,10,Female,St. Xavier's,Science,3.2,76.2,85.5,7.6,70.0,57.0,D,Coaching,Good
STU2168,10,Female,Ryan International,English,3.7,93.9,82.3,7.1,62.0,61.9,C,Online Courses,Good
STU2169,9,Female,Ryan International,Mathematics,3.0,75.6,73.3,7.9,50.7,51.6,D,Study Group,Good
STU2170,10,Female,St. Xavier's,Science,2.1,85.5,87.9,6.8,76.1,68.0,C,Self Study,Good
STU2171,9,Male,DAV Public School,Computer Science,1.2,72.7,82.8,5.7,83.0,61.2,C,Self Study,Good
STU2172,11,Female,Ryan International,Computer Science,3.0,67.4,94.6,8.6,81.3,62.4,C,Study Group,Average
STU2173,12,Female,Kendriya Vidyalaya,English,2.8,85.7,53.7,6.7,61.4,57.4,D,Study Group,Good
STU2174,11,Female,DAV Public School,Social Studies,3.7,99.5,67.2,7.3,71.1,60.5,C,Online Courses,Average
STU2175,11,Male,Modern School,Mathematics,3.6,77.2,64.9,6.6,76.1,68.9,C,Study Group,Average
STU2176,11,Male,Ryan International,Social Studies,1.6,94.6,64.1,4.9,68.1,59.3,D,Online Courses,Good
STU2177,12,Male,Delhi Public School,English,0.3,81.0,76.9,7.0,75.1,43.8,D,Online Courses,Average
STU2178,9,Female,DAV Public School,English,1.5,79.4,83.1,5.6,80.0,55.1,D,Study Group,Good
STU2179,12,Female,Modern School,Social Studies,4.2,84.3,88.0,5.9,30.0,54.6,D,Coaching,Good
STU2180,9,Female,St. Xavier's,Computer Science,1.2,91.2,49.7,8.2,60.4,49.3,D,Online Courses,Good
STU2181,12,Male,Modern School,Mathematics,3.6,83.3,66.9,7.6,65.7,66.1,C,Online Courses,Good
STU2182,12,Female,Ryan International,Computer Science,3.8,77.4,93.1,7.1,34.0,57.2,D,Study Group,Poor
STU2183,10,Male,Modern School,Mathematics,3.0,52.7,72.6,7.2,73.4,49.0,D,Self Study,Good
STU2184,9,Female,Ryan International,Science,4.2,96.2,54.8,6.2,66.1,48.7,D,Self Study,Good
STU2185,11,Male,Kendriya Vidyalaya,Science,3.7,72.6,77.8,5.1,66.4,63.3,C,Study Group,Average
STU2186,9,Female,DAV Public School,Computer Science,0.8,95.4,58.8,6.0,76.8,57.4,D,Online Courses,Good
STU2187,10,Female,Kendriya Vidyalaya,English,1.8,69.4,87.6,5.3,64.5,56.4,D,Study Group,Good
STU2188,12,Female,Modern School,Mathematics,4.6,61.2,83.9,8.3,72.4,67.3,C,Coaching,Average
STU2189,12,Male,St. Xavier's,Computer Science,3.4,86.9,85.9,6.8,43.9,61.1,C,Coaching,Average
STU2190,10,Male,Delhi Public School,Mathematics,3.0,92.2,77.7,8.3,64.0,58.6,D,Study Group,Average
STU2191,11,Female,Kendriya Vidyalaya,English,2.5,75.8,49.3,6.6,65.2,55.3,D,Study Group,Good
STU2192,12,Female,Ryan International,Social Studies,2.7,75.0,86.7,4.9,87.0,69.1,C,Online Courses,Average
STU2193,9,Male,St. Xavier's,Science,2.8,68.9,86.4,7.1,86.8,58.2,D,Coaching,Average
STU2194,9,Female,Delhi Public School,Computer Science,5.8,95.9,62.6,7.2,69.0,72.9,B,Coaching,Average
STU2195,11,Male,Modern School,Social Studies,5.2,58.6,60.1,7.3,57.3,49.6,D,Study Group,Average
STU2196,12,Male,Modern School,Science,3.2,93.2,57.0,7.1,69.2,69.5,C,Coaching,Good
STU2197,12,Female,Modern School,Social Studies,3.3,75.3,74.6,5.0,83.6,57.4,D,Self Study,Poor
STU2198,10,Female,St. Xavier's,Mathematics,1.2,87.9,51.3,6.5,74.0,47.7,D,Coaching,Good
STU2199,10,Female,DAV Public School,Computer Science,1.5,98.5,79.3,5.6,76.6,56.9,D,Online Courses,Good
STU2200,10,Female,Modern School,Social Studies,3.0,100.0,84.3,7.5,57.9,62.2,C,Study Group,Poor
